Vehicle,date,transactions
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2007-03-01,51642
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2007-04-01,55480
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2007-05-01,60978
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2007-06-01,62262
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2007-07-01,64290
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2007-08-01,67950
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2007-09-01,58746
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2007-10-01,67329
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2007-11-01,55722
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2007-12-01,45652
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-01-01,49924
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-02-01,45744
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-03-01,49102
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-04-01,54736
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-05-01,58392
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-06-01,62914
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-07-01,74800
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-08-01,62401
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-09-01,58863
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-10-01,61970
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-11-01,46573
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2008-12-01,46562
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-01-01,43876
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-02-01,40946
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-03-01,45248
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-04-01,50583
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-05-01,55200
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-06-01,58750
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-07-01,66422
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-08-01,57713
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-09-01,57197
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-10-01,57164
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-11-01,47205
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2009-12-01,46627
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-01-01,42945
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-02-01,40321
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-03-01,51130
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-04-01,60312
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-05-01,58765
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-06-01,59060
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-07-01,59496
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-08-01,61658
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-09-01,57817
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-10-01,57028
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-11-01,49853
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2010-12-01,45867
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-01-01,42850
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-02-01,41382
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-03-01,49242
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-04-01,48306
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-05-01,52976
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-06-01,61986
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-07-01,59405
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-08-01,63902
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-09-01,59353
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-10-01,57017
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-11-01,51613
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2011-12-01,48145
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-01-01,45249
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-02-01,42896
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-03-01,48431
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-04-01,50209
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-05-01,56481
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-06-01,56805
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-07-01,60508
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-08-01,64042
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-09-01,55766
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-10-01,57497
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-11-01,49349
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2012-12-01,40726
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-01-01,45368
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-02-01,40551
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-03-01,44004
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-04-01,49927
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-05-01,54823
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-06-01,54123
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-07-01,59110
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-08-01,61833
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-09-01,55711
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-10-01,57983
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-11-01,46845
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2013-12-01,46657
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-01-01,48317
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-02-01,42858
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-03-01,47415
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-04-01,49947
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-05-01,54421
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-06-01,60360
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-07-01,61234
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-08-01,57936
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-09-01,56524
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-10-01,58400
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-11-01,45270
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2014-12-01,45755
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-01-01,42124
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-02-01,40547
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-03-01,46105
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-04-01,51031
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-05-01,54999
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-06-01,60728
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-07-01,64615
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-08-01,61543
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-09-01,60108
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-10-01,62080
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-11-01,51438
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2015-12-01,51228
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-01-01,45533
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-02-01,43617
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-03-01,49723
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-04-01,51510
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-05-01,56330
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-06-01,61155
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-07-01,57611
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-08-01,63226
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-09-01,61560
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-10-01,60851
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-11-01,52829
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2016-12-01,49505
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-01-01,48137
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-02-01,41344
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-03-01,48711
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-04-01,51530
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-05-01,59578
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-06-01,63684
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-07-01,60054
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-08-01,68436
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-09-01,61996
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-10-01,62252
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-11-01,56684
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2017-12-01,50482
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-01-01,51264
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-02-01,43754
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-03-01,47730
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-04-01,51548
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-05-01,61430
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-06-01,62128
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-07-01,61625
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-08-01,64632
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-09-01,58283
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-10-01,63694
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-11-01,51243
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2018-12-01,47988
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-01-01,57444
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-02-01,46450
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-03-01,53808
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-04-01,61546
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-05-01,64685
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-06-01,62773
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-07-01,68381
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-08-01,70213
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-09-01,66041
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-10-01,71360
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-11-01,59964
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2019-12-01,53619
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2020-01-01,60003
Three axle trucks; class two vehicles towing trailers; buses (13 or more pass.),2020-02-01,52120
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-01-01,46121
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-02-01,41857
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-03-01,50356
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-04-01,50751
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-05-01,61173
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-06-01,62481
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-07-01,65151
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-08-01,72038
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-09-01,61795
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-10-01,66413
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-11-01,53144
Four axle trucks and combinations -includes Class two vehicles towing two axle trailers,2007-12-01,42488
